timestamp,datetime,active_containers
1745852242.9238224,2025-04-28 14:57:22,2
1745852248.2932553,2025-04-28 14:57:28,2
1745852254.5357544,2025-04-28 14:57:34,2
1745852259.9089174,2025-04-28 14:57:39,2
1745852265.279282,2025-04-28 14:57:45,2
1745852270.6558874,2025-04-28 14:57:50,2
1745852275.84115,2025-04-28 14:57:55,2
1745852281.081818,2025-04-28 14:58:01,2
1745852286.4254777,2025-04-28 14:58:06,2
1745852291.7826316,2025-04-28 14:58:11,2
1745852297.1782155,2025-04-28 14:58:17,2
1745852302.5363567,2025-04-28 14:58:22,2
1745852307.892721,2025-04-28 14:58:27,2
1745852313.2576082,2025-04-28 14:58:33,2
1745852318.6327918,2025-04-28 14:58:38,2
1745852324.0012355,2025-04-28 14:58:44,2
1745852329.3596075,2025-04-28 14:58:49,2
1745852334.7180665,2025-04-28 14:58:54,2
1745852339.9800866,2025-04-28 14:58:59,2
1745852345.2555294,2025-04-28 14:59:05,2
1745852350.624568,2025-04-28 14:59:10,2
1745852355.9689615,2025-04-28 14:59:15,2
1745852361.329363,2025-04-28 14:59:21,2
1745852366.5840387,2025-04-28 14:59:26,2
1745852371.9289286,2025-04-28 14:59:31,2
1745852377.2791822,2025-04-28 14:59:37,2
1745852382.6437304,2025-04-28 14:59:42,2
1745852387.9946105,2025-04-28 14:59:47,2
1745852393.274991,2025-04-28 14:59:53,2
1745852398.6359308,2025-04-28 14:59:58,2
1745852404.0222216,2025-04-28 15:00:04,2
1745852409.3798392,2025-04-28 15:00:09,2
1745852414.7472417,2025-04-28 15:00:14,2
1745852420.1051302,2025-04-28 15:00:20,2
1745852425.4689672,2025-04-28 15:00:25,2
1745852430.873047,2025-04-28 15:00:30,2
1745852436.2213657,2025-04-28 15:00:36,2
1745852441.5725908,2025-04-28 15:00:41,2
1745852446.9168904,2025-04-28 15:00:46,2
1745852452.264926,2025-04-28 15:00:52,2
1745852457.6210248,2025-04-28 15:00:57,2
1745852462.9737782,2025-04-28 15:01:02,2
1745852468.3172762,2025-04-28 15:01:08,2
1745852473.6768372,2025-04-28 15:01:13,2
1745852478.929076,2025-04-28 15:01:18,2
1745852484.2753634,2025-04-28 15:01:24,2
1745852489.624651,2025-04-28 15:01:29,2
1745852494.9867852,2025-04-28 15:01:34,2
1745852500.3395176,2025-04-28 15:01:40,2
1745852505.6855083,2025-04-28 15:01:45,2
1745852510.94539,2025-04-28 15:01:50,2
1745852516.320675,2025-04-28 15:01:56,2
1745852521.6690233,2025-04-28 15:02:01,2
1745852526.9967482,2025-04-28 15:02:06,2
1745852532.2468271,2025-04-28 15:02:12,2
1745852537.6124098,2025-04-28 15:02:17,2
1745852542.8924994,2025-04-28 15:02:22,2
1745852548.254845,2025-04-28 15:02:28,2
1745852553.6337836,2025-04-28 15:02:33,2
1745852558.9886162,2025-04-28 15:02:38,2
1745852564.3487642,2025-04-28 15:02:44,2
1745852569.6926055,2025-04-28 15:02:49,2
1745852575.0724816,2025-04-28 15:02:55,2
1745852580.4089224,2025-04-28 15:03:00,2
1745852585.7573454,2025-04-28 15:03:05,2
1745852591.1111758,2025-04-28 15:03:11,2
1745852596.487408,2025-04-28 15:03:16,2
1745852601.8646705,2025-04-28 15:03:21,2
1745852607.213409,2025-04-28 15:03:27,2
1745852612.485176,2025-04-28 15:03:32,2
1745852617.8722064,2025-04-28 15:03:37,2
1745852623.2165887,2025-04-28 15:03:43,2
1745852628.567738,2025-04-28 15:03:48,2
1745852633.9383485,2025-04-28 15:03:53,2
1745852639.2877562,2025-04-28 15:03:59,2
1745852644.6446638,2025-04-28 15:04:04,2
1745852650.010922,2025-04-28 15:04:10,2
1745852655.3716142,2025-04-28 15:04:15,2
1745852660.737061,2025-04-28 15:04:20,2
1745852666.0122724,2025-04-28 15:04:26,2
1745852671.3596103,2025-04-28 15:04:31,2
1745852676.7122972,2025-04-28 15:04:36,2
1745852682.0791032,2025-04-28 15:04:42,2
1745852687.5398622,2025-04-28 15:04:47,2
1745852692.913999,2025-04-28 15:04:52,2
1745852698.2933326,2025-04-28 15:04:58,2
1745852703.5531194,2025-04-28 15:05:03,2
1745852708.925632,2025-04-28 15:05:08,2
1745852714.291924,2025-04-28 15:05:14,2
1745852719.6551414,2025-04-28 15:05:19,2
1745852725.030903,2025-04-28 15:05:25,2
1745852730.3766174,2025-04-28 15:05:30,2
1745852735.6486762,2025-04-28 15:05:35,2
1745852740.9291945,2025-04-28 15:05:40,2
1745852746.293271,2025-04-28 15:05:46,2
1745852751.6557944,2025-04-28 15:05:51,2
1745852757.0123556,2025-04-28 15:05:57,2
1745852762.2570343,2025-04-28 15:06:02,2
1745852767.6227925,2025-04-28 15:06:07,2
1745852772.8844385,2025-04-28 15:06:12,2
1745852778.2643707,2025-04-28 15:06:18,2
1745852783.6323264,2025-04-28 15:06:23,2
1745852788.9957852,2025-04-28 15:06:28,2
1745852794.3447495,2025-04-28 15:06:34,2
1745852799.6789455,2025-04-28 15:06:39,2
1745852805.039925,2025-04-28 15:06:45,2
1745852810.3931842,2025-04-28 15:06:50,2
1745852815.7543385,2025-04-28 15:06:55,2
1745852821.1142154,2025-04-28 15:07:01,2
1745852826.487961,2025-04-28 15:07:06,2
1745852831.8634944,2025-04-28 15:07:11,2
1745852837.12747,2025-04-28 15:07:17,2
1745852842.500206,2025-04-28 15:07:22,2
1745852847.870826,2025-04-28 15:07:27,2
1745852853.1306734,2025-04-28 15:07:33,2
1745852858.488208,2025-04-28 15:07:38,2
1745852863.8408484,2025-04-28 15:07:43,2
1745852869.214058,2025-04-28 15:07:49,2
1745852874.544014,2025-04-28 15:07:54,2
1745852879.7508247,2025-04-28 15:07:59,2
1745852885.1213136,2025-04-28 15:08:05,2
1745852890.4932022,2025-04-28 15:08:10,2
1745852895.843308,2025-04-28 15:08:15,2
1745852901.2364264,2025-04-28 15:08:21,2
1745852906.6009607,2025-04-28 15:08:26,2
1745852911.9949753,2025-04-28 15:08:31,2
1745852917.368344,2025-04-28 15:08:37,2
1745852922.751408,2025-04-28 15:08:42,2
1745852929.1005304,2025-04-28 15:08:49,2
1745852934.498705,2025-04-28 15:08:54,2
1745852939.9152882,2025-04-28 15:08:59,2
1745852945.293229,2025-04-28 15:09:05,2
1745852950.6580722,2025-04-28 15:09:10,2
1745852956.088974,2025-04-28 15:09:16,2
1745852961.4867873,2025-04-28 15:09:21,2
1745852966.8596067,2025-04-28 15:09:26,2
1745852972.2451434,2025-04-28 15:09:32,2
1745852977.6292703,2025-04-28 15:09:37,2
1745852983.0237,2025-04-28 15:09:43,2
1745852988.4144332,2025-04-28 15:09:48,2
1745852993.8127332,2025-04-28 15:09:53,2
1745852999.1797414,2025-04-28 15:09:59,2
1745853004.5127954,2025-04-28 15:10:04,2
1745853009.8698816,2025-04-28 15:10:09,2
1745853015.244811,2025-04-28 15:10:15,2
1745853020.607337,2025-04-28 15:10:20,2
1745853025.8592315,2025-04-28 15:10:25,2
1745853031.2150319,2025-04-28 15:10:31,2
1745853036.617604,2025-04-28 15:10:36,2
1745853041.9762113,2025-04-28 15:10:41,2
1745853047.3333297,2025-04-28 15:10:47,2
1745853052.6086988,2025-04-28 15:10:52,2
1745853058.0255363,2025-04-28 15:10:58,2
1745853063.411905,2025-04-28 15:11:03,2
1745853068.8197496,2025-04-28 15:11:08,2
1745853074.173694,2025-04-28 15:11:14,2
1745853079.5611022,2025-04-28 15:11:19,2
1745853084.924397,2025-04-28 15:11:24,2
1745853090.3017073,2025-04-28 15:11:30,2
1745853095.6975691,2025-04-28 15:11:35,2
1745853101.0623374,2025-04-28 15:11:41,2
1745853106.423278,2025-04-28 15:11:46,2
1745853111.784263,2025-04-28 15:11:51,2
1745853117.1445704,2025-04-28 15:11:57,2
1:27,2
1745853092.6333392,2025-04-28 15:11:32,2
1745853097.9964702,2025-04-28 15:11:37,2
1745853103.3810318,2025-04-28 15:11:43,2
1745853108.7378004,2025-04-28 15:11:48,2
1745853114.1077101,2025-04-28 15:11:54,2
1745853119.4987636,2025-04-28 15:11:59,2
